institution,city,state,carnegie_basic,campus
Glendale Career College-North-West College-Bakersfield,Bakersfield,CA,-2,
Barber Education Academy,Laredo,TX,-2,
Legends Barber College,Lufkin,TX,-2,
Academia Medical Institute,Columbus,OH,-2,
Barbers Trade School,Beaumont,TX,-2,
Top of the Line Barber School,San Antonio,TX,-2,
Bridges Christian College,New Orleans,LA,-2,
Kino College,Tucson,AZ,-2,
Salon Professional Academy,Howell,NJ,-2,
Southern California College of Barber and Beauty,Escondido,CA,-2,
Hello Gorgeous Barbers Stillwater's School of Barbering,Stillwater,OK,-2,
Jackson Theological Seminary,North Little Rock,AR,-2,
RCCGNA Seminary,Greenville,TX,-2,
Personal Touch Beauty and Barber College,Kingstree,SC,-2,
Reach University,Oakland,CA,-2,
Technology Learning Center,Oxford,MA,-2,
California University-Silicon Valley,Sunnyvale,CA,-2,
Sweetwater Institute of Cosmetology,Sweetwater,TN,-2,
Kansas Health Science Center,Wichita,KS,-2,
Academy for Jewish Religion,Yonkers,NY,-2,
American College of Healthcare and Technology-Santa Ana,Santa Ana,CA,-2,
Aviation Institute of Maintenance-Chicago,Chicago,IL,-2,
Atlantis University-Florida Palms University,Miami,FL,-2,
Evangel University-College of Online Learning,Springfield,MO,-2,
Marian University-Ancilla,Plymouth,IN,-2,
Spa Tech Institute-North Andover,North Andover,MA,-2,
Aveda Arts & Sciences Institute Lafayette-Arlington,Arlington,VA,-2,
Shawnee Beauty College-Academy of Cosmetology & Barbering,Bixby,OK,-2,
Concorde Career College-Broadway,Kansas City,MO,-2,
United Education Institute-Stone Mountain,Stone Mountain,GA,-2,
UEI College-Tacoma,Tacoma,WA,-2,
Montgomery Beauty School-Baltimore Beauty & Barber School,Baltimore,MD,-2,
Commonwealth of Puerto Rico Department of Education-PRAMI,Fajardo,PR,-2,
Universal Technical Institute-South Florida Miramar,Miramar,FL,-2,
Arizona College-Southfield,Southfield,MI,-2,
Galen Health Institutes-Sarasota,Sarasota,FL,-2,
Galen Health Institutes-Gainesville,Gainesville,FL,-2,
Galen Health Institutes-Richmond,Richmond,VA,-2,
Galen Health Institutes-Myrtle Beach,Myrtle Beach,SC,-2,
Galen Health Institutes-Asheville,Asheville,NC,-2,
Larkin University,Miami,FL,-2,
Pathways College-Arizona,Phoenix,AZ,-2,
Pontifex University,Atlanta,GA,-2,
San Francisco School of Massage & Bodywork,San Francisco,CA,-2,
Chancellor Institute,Margate,FL,-2,
Studio 75 Hair Academy,Millington,TN,-2,
Commercial Diving Technologies Institute,Hudson,FL,-2,
Boone Career and Technical Center,Foster,WV,-2,
Edge Academy of Beauty,Manchester,KY,-2,
Premier Barber School,Houston,TX,-2,
Arizona College-Falls Church,Falls Church,VA,-2,
Arizona College-Ontario,Ontario,CA,-2,
National Tractor Trailer School,Phoenix,AZ,-2,
Galen Health Institutes-Houston,Houston,TX,-2,
Galen Health Institutes-Pikeville,Pikeville,KY,-2,
Commonwealth University of Pennsylvania,Bloomsburg,PA,-2,
Pennsylvania Western University,California,PA,18,
Troy University-Phenix City Campus,Phenix City,AL,,
Troy University-Montgomery Campus,Montgomery,AL,,
Troy University-Dothan Campus,Dothan,AL,,
Troy University-Online,Troy,AL,,
Troy University-Support Sites,Alpharetta,GA,,
Arizona State University-West,Glendale,AZ,,
Arizona State University-Polytechnic,Mesa,AZ,,
Arizona State University-Downtown Phoenix,Phoenix,AZ,,
Arizona State University - Tucson,Tucson,AZ,,
Arizona State University - Lake Havasu,Lake Havasu City,AZ,,
Arizona State University - The Gila Valley,Thatcher,AZ,,
Arizona State University - Yuma,Yuma,AZ,,
Arizona State University - Pinal,Casa Grande,AZ,,
Arizona State University - Cochise,Sierra Vista,AZ,,
Arizona State University - Yavapai,Prescott Valley,AZ,,
Arizona State University - Pima,Tucson,AZ,,
Arizona State University - Washington D.C.,Washington,DC,,
Arizona State University - Northeastern Arizona,Show Low,AZ,,
Arizona State University - Mesa City Center,Mesa,AZ,,
Arkansas College of Barbering and Hair Design,Little Rock,AR,,
Harding School of Theology,Memphis,TN,,
Career Academy of Hair Design-Siloam Springs,Siloam Springs,AR,,
Career Academy of Hair Design-Rogers,Rogers,AR,,
Career Academy of Hair Design-Fayetteville,Fayetteville,AR,,
Career Academy of Hair Design - Fort Smith,Fort Smith,AR,,
University of Arkansas Community College at Hope - Texarkana,Texarkana,AR,,
Alliant International University-Fresno,Fresno,CA,,
Alliant International University-Los Angeles,Alhambra,CA,,
Alliant International University-San Francisco,Emeryville,CA,,
Alliant International University-Irvine,Irvine,CA,,
Alliant International University-Sacramento,Sacramento,CA,,
San Jose Campus,San Jose,CA,,
Golden Gate University-Seattle,Seattle,WA,,
Golden Gate University-Silicon Valley,Santa Clara,CA,,
Humphreys College-Modesto,Salida,CA,,
TONI&GUY Hairdressing Academy - Costa Mesa,Costa Mesa,CA,,
IDEA at ATEP,Tustin,CA,,
Life Pacific University-Virginia,Christiansburg,VA,,
MiraCosta College - San Elijo Campus,Cardiff,CA,,
Mount Saint Mary's University - Doheny Campus,Los Angeles,CA,,
San Diego State University-Imperial Valley Campus,Calexico,CA,,
San Joaquin General Hospital School of Radiation Technology,French Camp,CA,,
Jesuit School of Theology of Santa Clara University,Berkeley,CA,,
Thomas Aquinas College - New England,Northfield,MA,,
Victor Valley Community College - Aviation Technology,Victorville,CA,,
Wright Institute (The) -,Berkeley,CA,,
Colorado Technical University-Denver South,Aurora,CO,,
Denver Seminary - Washington DC,Landover,MD,,
Otero College - La Junta High School,La Junta,CO,,
Goodwin University - Bridgeport Campus,Bridgeport,CT,,
Three Rivers Community College - York Correctional Institution,Niantic,CT,,
Porter and Chester Institute of Enfield,Enfield,CT,,
Porter and Chester Institute of Waterbury,Waterbury,CT,,
Porter and Chester Institute of Worcester,Worcester,MA,,
Porter and Chester Institute - New London,New London,CT,,
Porter and Chester Institute - Brockton,Brockton,MA,,
Porter and Chester Institute - Chicopee,Chicopee,MA,,
Delaware Technical Community College-Owens,Georgetown,DE,,
Delaware Technical Community College-Stanton/Wilmington,Wilmington,DE,,
Barry University Law School,Orlando,FL,,
Keiser University-Melbourne,Melbourne,FL,,
Keiser University-Tallahassee,Tallahassee,FL,,
Keiser University-Daytona,Daytona Beach,FL,,
Keiser University-Lakeland,Lakeland,FL,,
Keiser University- Miami,Miami,FL,,
Keiser University-Orlando,Orlando,FL,,
Keiser University-Sarasota,Sarasota,FL,,
Keiser University-Jacksonville,Jacksonville,FL,,
Keiser University-Tampa,Tampa,FL,,
Keiser University-Pembroke Pines,Pembroke Pines,FL,,
Keiser University-Port St Lucie,Port St Lucie,FL,,
Keiser University-West Palm Beach,West Palm Beach,FL,,
Keiser University-Ft Myers,Ft Myers,FL,,
Keiser University -  Clearwater,Clearwater,FL,,
Keiser University - New Port Richey,New Port Richey,FL,,
Keiser University - Residential (Flagship),West Palm Beach,FL,,
Maynard A. Traviss Technical College - Central Florida Aerospace Academy,Lakeland,FL,,
Miami Lakes Educational Center and Technical College -,Miami Lakes,FL,,
Rasmussen University-Central Pasco,Odessa,FL,,
Rasmussen University-Fort Myers,Fort Myers,FL,,
Rasmussen University-Tampa/Brandon,Brandon,FL,,
Rasmussen University - Orlando,Altamonte Springs,FL,,
East Georgia State College - Statesboro,Statesboro,GA,,
East Georgia State College - Augusta,Augusta,GA,,
Moody Theological Seminary and Graduate School--Michigan,Plymouth,MI,,
Moody Bible Institute - Spokane,Spokane,WA,,
Triton College - Intl Union of Operating Engr Local 399 Trning Fac.,Chicago,IL,,
PJ's College of Cosmetology- Brownsburg,Brownsburg,IN,,
PJ's College of Cosmetology- Jeffersonville,Jeffersonville,IN,,
Ivy Tech Community College-South Bend/Elkhart,South Bend,IN,,
Ivy Tech Community College-Columbus,Columbus,IN,,
Ivy Tech Community College-Muncie,Muncie,IN,,
Ivy Tech Community College-Kokomo,Kokomo,IN,,
Ivy Tech Community College-Lafayette,Lafayette,IN,,
Ivy Tech Community College-Fort Wayne,Fort Wayne,IN,,
Ivy Tech Community College-Sellersburg,Sellersburg,IN,,
Ivy Tech Community College-Evansville,Evansville,IN,,
Ivy Tech Community College-Terre Haute,Terre Haute,IN,,
Ivy Tech Community College-Richmond,Richmond,IN,,
Ivy Tech Community College-Lake County,East Chicago,IN,,
Ivy Tech Community College-Madison,Madison,IN,,
Ivy Tech Community College-Bloomington,Bloomington,IN,,
Ivy Tech Community College-Indianapolis,Indianapolis,IN,,
Ivy Tech Community College-Marion,Marion,IN,,
Ivy Tech Community College-Valparaiso,Valparaiso,IN,,
Ivy Tech Community College-Lawrenceburg,Lawrenceburg,IN,,
Ivy Tech Community College-Hamilton County,Noblesville,IN,,
Ivy Tech Community College-Anderson,Anderson,IN,,
University of Notre Dame -,Chicago,IL,,
Graceland University - Independence,Independence,MO,,
Graceland University - Trenton,Trenton,MO,,
Baker University School of Nursing,Topeka,KS,,
Coffeyville Technical Campus,Coffeyville,KS,,
Columbus Technical Campus,Columbus,KS,,
Old Town Barber College - KC,Kansas City,MO,,
PJ's College of Cosmetology- Greenfield,Greenfield,IN,,
PJ's College of Cosmetology- Muncie,Muncie,IN,,
PJ's College of Cosmetology- Indianapolis,Indianapolis,IN,,
PJ's College of Cosmetology- Plainfield,Plainfield,IN,,
PJ's College of Cosmetology- Louisville,Louisville,KY,,
Southeastern Louisiana University - EBR Parish School System Prof Dev,Baton Rouge,LA,,
Southeastern Louisiana University - St Amant High School,St Amant,LA,,
Southeastern Louisiana University - Destrahan High School,Destrehan,LA,,
Southeastern Louisiana University - Albert Cammon Middle School,St. Rose,LA,,
University of Maine - Machias,Machias,ME,,
Empire Beauty School-Bangor,Bangor,ME,,
Baker College of Cadillac,Cadillac,MI,,
Baker College of Jackson,Jackson,MI,,
Baker College of Muskegon,Muskegon,MI,,
Calvin University - Handlon Campus,Ionia,MI,,
Davenport University-Warren Location,Warren,MI,,
Davenport University-Kalamazoo Location,Kalamazoo,MI,,
Davenport University-Lansing Location,Lansing,MI,,
Davenport University-Midland Location,Midland,MI,,
Davenport University-Traverse City Location,Traverse City,MI,,
Davenport University - Wayne CCCD,Belleville,MI,,
Davenport University - Detroit,Detroit,MI,,
Anoka-Ramsey Community College-Cambridge Campus,Cambridge,MN,,
Central Lakes College-Staples Campus,Staples,MN,,
M State - Detroit Lakes Campus,Detroit Lakes,MN,,
M State - Moorhead Campus,Moorhead,MN,,
M State - Wadena Campus,Wadena,MN,,
Minnesota North College - Itasca,Grand Rapids,MN,,
Minnesota North College - Mesabi Range Virginia,Virginia,MN,,
Minnesota North College - Mesabi Range Eveleth,Eveleth,MN,,
Minnesota North College - Rainy River,International Falls,MN,,
Minnesota North College - Vermilion,Ely,MN,,
South Central College-Faribault,Faribault,MN,,
Mayo Clinic College of Medicine and Science - Florida,Jacksonville,FL,,
Mayo Clinic College of Medicine and Science - Arizona,Scottsdale,AZ,,
Northland Community and Technical College - East Grand Forks,East Grand Forks,MN,,
Rasmussen University-Bloomington,Bloomington,MN,,
Rasmussen University-Eagan,Eagan,MN,,
Rasmussen University-Mankato,Mankato,MN,,
Rasmussen University-Lake Elmo/Woodbury,Lake Elmo,MN,,
Rasmussen University-Blaine,Blaine,MN,,
Minnesota State CollegeSoutheast-Red Wing Campus,Red Wing,MN,,
Copiah-Lincoln Community College Simpson County Center,Mendenhall,MS,,
Copiah-Lincoln Community College-Natchez Campus,Natchez,MS,,
University of Mississippi Medical Center,Jackson,MS,,
Pearl River Community College-Forrest County Campus,Hattiesburg,MS,,
Columbia College - Redstone Arsenal,Redstone Arsenal,AL,,
Columbia College - Denver,Centennial,CO,,0
Columbia College - Denver,Aurora,CO,,1
Columbia College - NAS Jacksonville,Jacksonville,FL,,
Columbia College - Orlando,Orlando,FL,,
Columbia College - Crystal Lake Campus,Crystal Lake,IL,,
Columbia College - Kansas City,Kansas City,MO,,
Columbia College - Fort Leonard Wood,Fort Leonard Wood,MO,,
Columbia College - Jefferson City,Jefferson City,MO,,
Columbia College - Lake Ozark,Osage Beach,MO,,
Columbia College - Saint Louis,Saint Louis,MO,,
Columbia College - Fort Worth,Fort Worth,TX,,
Columbia College - Salt Lake,Murray,UT,,
Columbia College - Lake County,Gurnee,IL,,
Columbia College - Naval Station Everett/Marysville,Marysville,WA,,
Columbia College - Freeport,Freeport,IL,,
Columbia College - Springfield,Springfield,MO,,
Columbia College - Rolla,Rolla,MO,,
Columbia College - Los Alamitos,Los Alamitos,CA,,
Columbia College - Lemoore,NAS Lemoore,CA,,
Columbia College - San Luis Obispo,San Luis Obispo,CA,,
Columbia College - Fort Stewart,Ft. Stewart,GA,,
Columbia College - Hunter Army Airfield,Hunter Army Airfield,GA,,
Columbia College - Elgin,Elgin,IL,,
Columbia College - Whidbey Island,Oak Harbor,WA,,
Columbia College -  Jacksonville,Jacksonville,FL,,
Columbia College - Fort Sill,Fort Sill,OK,,
Columbia College - San Diego,San Diego,CA,,
Columbia College - Mesquite,Mesquite,TX,,
Columbia College - Waynesville,Waynesville,MO,,
Columbia College - Naval Base San Diego,San Diego,CA,,
Columbia College - Imperial,Imperial,CA,,
Columbia College - NSB Kings Bay,Kings Bay,GA,,
Columbia College - Minot AFB,Minot AFB,ND,,
Columbia College - Springfield TMobile,Springfield,MO,,
Columbia College - Eastfield Pleasant Grove,Dallas,TX,,
Columbia College - Fort Leonard Wood 58th Trans BN,Fort Leonard Wood,MO,,
Columbia College - USCG Base Honolulu,Honolulu,HI,,
Columbia College - Tavares PD,Tavares,FL,,
Columbia College - Ellsworth AFB,Ellsworth AFB,SD,,
Columbia College - Whiteman AFB,Whiteman AFB,MO,,
Columbia College - Grissom ARB,Grissom ARB,IN,,
Evangel University - Assemblies of God Theological Seminary,Springfield,MO,,
City College Montana State University Billings,Billings,MT,,
American Institute,Clifton,NJ,,
Monmouth University -  Monmouth Park Corporate Center,West Long Branch,NJ,,
Bard College - Holyoke Microcollege,Holyoke,MA,,
Bard College - Coxsackie Correctional Facility,Coxsackie,NY,,
Bard College - Eastern NY Correctional Facility,Napanoch,NY,,
Bard College - Fishkill Correctional Facility,Beacon,NY,,
Bard College - Green Haven Correctional Facility,Stormville,NY,,
Bard College - Taconic Correctional Facility,Bedford Hill,NY,,
Bard College - Woodbourne Correctional Facility,Woodbourne,NY,,
Bard College - BHSEC Newark,Newark,NJ,,
Bard College - Brooklyn Public Library,Brooklyn,NY,,
Bard College - New York Public Library Countee Cullen Branch,New York,NY,,
Bard College - Bard Globalization and International Affairs Program,New York,NY,,
Bard College - Albion Correctional Facility,Albion,NY,,
Bryant & Stratton College-Syracuse,Syracuse,NY,,
Bryant & Stratton College-Amherst,Getzville,NY,,
Bryant & Stratton College-Southtowns,Orchard Park,NY,,
Bryant & Stratton College-Henrietta,Rochester,NY,,
Clarkson University Capital Region Campus,Schenectady,NY,,
Culinary Institute of America at Greystone,St. Helena,CA,,
Culinary Institute of America San Antonio,San Antonio,TX,,
CUNY Brooklyn College - Feirstein Graduate School of Cinema,Brooklyn,NY,,
Jamestown Business College -,Salamanca,NY,,
NYSMedical&Dental Assistants - American Institute of Clinical Massage,Post Falls,ID,,
Pratt Manhattan-A Division of Pratt Institute,New York,NY,,
Rabbinical Seminary of America-Ma'yan HaTorah,Richmond Hill,NY,,
Saint John's University - Staten Island Campus,Staten Island,NY,,
Winston - Salem Barber School - Satellite,Greensboro,NC,,
Bryant & Stratton College-Akron,Copley,OH,,
Bryant & Stratton College-Solon,Solon,OH,,
Hebrew Union College-Jewish Institute of Religion-Cincinnati,Cincinnati,OH,,
Hebrew Union College-Jewish Institute of Religion-Los Angeles,Los Angeles,CA,,
Kettering College - Ollie Davis Medical Arts and Education Center,Beavercreek,OH,,
Mount Carmel College of Nursing - Fairfield,Lancaster,OH,,
Los Angeles Center,Los Angeles,CA,,
Florida Center,Hollywood,FL,,
Sacramento Center,Sacramento,CA,,
Western Seminary-San Jose,Milpitas,CA,,
Western Seminary-Sacramento,Roseville,CA,,
Bucks County Community College-Upper Bucks Campus,Perkasie,PA,,
Bucks County Community College-Gene and Marlene Epstein Campus at Lower Bucks,Bristol,PA,,
Harrisburg Area Community College-Lancaster,Lancaster,PA,,
Harrisburg Area Community College-Gettysburg,Gettysburg,PA,,
Harrisburg Area Community College-Lebanon,Lebanon,PA,,
Harrisburg Area Community College-York,York,PA,,
UPMC Jameson School of Nursing - UPMC Hamot,Erie,PA,,
Mercyhurst Municipal Police Training Academy,North East,PA,,
New Castle School of Trades - East Liverpool Campus,East Liverpool,OH,,
Northampton County Area Community College-Monroe,Tannersville,PA,,
UPMC Shadyside - at UPMC Harrisburg,Harrisburg,PA,,
South Hills School of Business and Technology-Altoona,Altoona,PA,,
South College-Asheville,Asheville,NC,,
South College-Nashville,Nashville,TN,,
South College-Atlanta,Atlanta,GA,,
South College - Indianapolis,Inidianapolis,IN,,
South College - Orlando,Orlando,FL,,
Austin Presbyterian Theological Seminary- YMCA Outdoor Center,Antioch,TN,,
Huston - Tillotson University - Center for Entrepreneurship and Innova,Austin,TX,,
San Jacinto College-North Campus,Houston,TX,,
San Jacinto College-South Campus,Houston,TX,,
San Jacinto Community College District - Generation Park Campus,Houston,TX,,
Texas A & M University Health Science Center,Bryan,TX,,
Snow College-Richfield Campus,Richfield,UT,,
Northern Vermont University - Lyndon,Lyndonvile,VT,,
Bluefield College - Edward Via College of Osteopathic Medicine,Blacksburg,VA,,
Bryant & Stratton College-Richmond,North Chesterfield,VA,,
Bryant & Stratton College-Hampton,Hampton,VA,,
Tidewater Tech - Priority Automotive Tidewater Tech Learning Center,Chesapeake,VA,,
Strayer University-Alexandria Campus,Alexandria,VA,,
Strayer University-Woodbridge Campus,Woodbridge,VA,,
Strayer University-Loudoun Campus,Ashburn,VA,,
Strayer University-Fredericksburg Campus,Fredericksburg,VA,,
Strayer University-Chesterfield Campus,Midlothian,VA,,
Strayer University-Newport News Campus,Newport News,VA,,
Strayer University-Virginia Beach Campus,Virginia Beach,VA,,
Union Presbyterian Seminary-Charlotte,Charlotte,NC,,
Shoreline Community College - CNC Machinists Program  Georgetown SSC,Seattle,WA,,
Shoreline Community College - Dental Hygiene,Seattle,WA,,
Washington State University-Vancouver,Vancouver,WA,,
Washington State University-Spokane,Spokane,WA,,
Washington State University-Tri Cities,Richland,WA,,
Washington State University - Everett Campus,Everett,WA,,
NUC University - Arecibo,Arecibo,PR,,
NUC University - Rio Grande,Rio Grande,PR,,
NUC University - Ponce,Ponce,PR,,
NUC University - Caguas,Caguas,PR,,
NUC University - Mayaguez,Mayaguez,PR,,
NUC University - South Florida,Pembroke Pines,FL,,
NUC University - Florida Technical College - Lakeland,Lakeland,FL,,
